Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,discount_ratio,weight_per_purchase,rating_x_calls,Product_importance_num,important_discount,log_cost,log_weight,calls_bin,rating_bin
F,Ship,5,2,176,4,low,M,2,4893,0,0.011363635717975244,978.6,10,1,2,5.176149732573829,8.495765244002618,High,Bad
A,Ship,5,2,303,4,low,F,9,1224,1,0.029702969316733687,244.8,10,1,9,5.717027701406222,7.110696122978827,High,Bad
C,Ship,4,1,244,2,low,F,3,4644,1,0.012295081463316333,1548.0,4,1,3,5.501258210544727,8.443546651247939,Medium,Bad
A,Flight,6,1,266,4,medium,F,2,1862,1,0.007518796709819673,372.4,6,2,4,5.58724865840025,7.529943370601589,High,Bad
D,Flight,3,5,168,5,medium,M,9,5731,1,0.05357142538265325,955.1666666666666,15,2,18,5.1298987149230735,8.653819788948063,Medium,Good
D,Ship,4,5,212,2,medium,M,10,4552,0,0.04716980909576372,1517.3333333333333,20,2,20,5.3612921657094255,8.423541635334782,Medium,Good
D,Ship,3,2,176,2,medium,F,1,5292,0,0.005681817858987622,1764.0,6,2,2,5.176149732573829,8.574140471857987,Medium,Bad
A,Ship,4,3,134,4,low,F,5,4507,1,0.037313430051236565,901.4,12,1,5,4.90527477843843,8.413608875159667,Medium,Neutral
F,Ship,5,2,224,2,medium,M,8,4047,1,0.03571428411989803,1349.0,10,2,16,5.41610040220442,8.305978210967302,High,Bad
A,Ship,3,3,256,3,medium,M,8,4070,0,0.031249998779296927,1017.5,9,2,16,5.54907608489522,8.31164394850298,Medium,Neutral
B,Flight,3,3,176,4,medium,M,10,1177,1,0.056818178589876214,235.4,9,2,20,5.176149732573829,7.071573364211532,Medium,Neutral
C,Flight,5,5,235,5,low,F,4,5908,1,0.01702127587143507,984.6666666666666,25,1,4,5.4638318050256105,8.684231891345675,High,Good
C,Ship,2,3,257,2,low,F,1,5331,1,0.0038910504322548474,1777.0,6,1,1,5.552959584921617,8.5814816812986,Low,Neutral
A,Road,4,2,140,3,medium,F,49,1820,1,0.3499999750000018,455.0,8,2,98,4.948759890378168,7.507141079727608,Medium,Bad
D,Ship,2,3,172,3,medium,F,11,1522,1,0.06395348465386717,380.5,6,2,22,5.153291594497779,7.328437352895162,Low,Neutral
B,Ship,4,3,235,3,medium,F,4,4739,0,0.01702127587143507,1184.75,12,2,8,5.4638318050256105,8.463792414689122,Medium,Neutral
D,Ship,5,3,178,4,medium,M,10,5382,1,0.0561797721247319,1076.4,15,2,20,5.187385805840755,8.591001118560957,High,Neutral
C,Flight,4,2,239,6,low,F,7,1934,0,0.0292887017034016,276.2857142857143,8,1,7,5.480638923341991,7.5678626054638825,Medium,Bad
C,Road,3,3,150,4,medium,F,1,4662,0,0.006666666222222252,932.4,9,2,2,5.017279836814924,8.44741429680832,Medium,Neutral
B,Ship,5,3,159,3,low,M,7,5462,1,0.044025154463826766,1365.5,15,1,7,5.075173815233827,8.605753368395717,High,Neutral
F,Flight,4,3,158,3,medium,F,57,1911,1,0.3607594708380082,477.75,12,2,114,5.0689042022202315,7.555905093611346,Medium,Neutral
F,Road,4,5,218,3,low,M,25,2682,1,0.11467889382206908,670.5,20,1,25,5.389071729816501,7.894690850425624,Medium,Good
C,Ship,4,4,172,3,medium,F,1,4201,0,0.005813953150351561,1050.25,16,2,2,5.153291594497779,8.343315881404946,Medium,Neutral
A,Ship,3,2,143,4,low,F,3,5845,0,0.020979019511956676,1169.0,6,1,3,4.969813299576001,8.673512945671192,Medium,Bad
B,Flight,3,1,167,3,low,M,1,1252,1,0.005988023593531521,313.0,3,1,1,5.123963979403259,7.133295954896068,Medium,Bad
F,Flight,3,5,202,2,low,F,4,3372,1,0.0198019792177238,1124.0,15,1,4,5.313205979041787,8.12355783506165,Medium,Good
F,Ship,5,4,219,5,low,M,10,1363,1,0.04566209837159368,227.16666666666666,20,1,10,5.393627546352362,7.218176838403408,High,Neutral
D,Ship,5,3,209,4,medium,F,7,2675,1,0.03349282136397984,535.0,15,2,14,5.3471075307174685,7.892078421248119,High,Neutral
A,Ship,5,3,199,10,medium,F,1,5865,0,0.00502512537562184,533.1818181818181,15,2,2,5.298317366548036,8.676928249537397,High,Neutral
D,Road,4,2,156,3,medium,M,1,4097,1,0.006410255999342564,1024.25,8,2,2,5.056245805348308,8.318254328798846,Medium,Bad
B,Ship,6,2,309,4,low,M,7,1941,0,0.022653720949717772,388.2,12,1,7,5.736572297479192,7.571473648851271,High,Bad
B,Ship,4,4,223,3,medium,F,51,3895,1,0.22869954131392192,973.75,16,2,102,5.4116460518550396,8.267705664762426,Medium,Neutral
F,Ship,4,2,210,3,low,F,9,4102,1,0.042857140816326626,1025.5,8,1,9,5.351858133476067,8.319473692442186,Medium,Bad
A,Flight,5,5,248,5,medium,M,8,1881,1,0.03225806321540067,313.5,25,2,16,5.517452896464707,7.540090320145325,High,Good
F,Ship,5,2,151,6,medium,M,12,1920,1,0.07947019341256997,274.2857142857143,10,2,24,5.0238805208462765,7.560601162768557,High,Bad
D,Ship,6,5,301,4,medium,F,2,1943,0,0.006644518051677142,388.6,30,2,4,5.71042701737487,7.572502985020384,High,Good
C,Ship,3,5,228,2,low,M,6,5893,0,0.026315788319482968,1964.3333333333333,15,1,6,5.43372200355424,8.68169016329764,Medium,Good
A,Ship,4,5,181,2,medium,M,59,2239,1,0.325966832819512,746.3333333333334,20,2,118,5.204006687076795,7.7142311448490855,Medium,Good
F,Ship,5,4,240,4,medium,M,7,4552,1,0.029166665451388938,910.4,20,2,14,5.484796933490655,8.423541635334782,High,Neutral
C,Ship,3,1,259,4,low,F,9,4084,1,0.03474903340737323,816.8,3,1,9,5.560681631015528,8.315077007294104,Medium,Bad
F,Ship,3,1,251,2,low,F,7,5368,1,0.027888445104046013,1789.3333333333333,3,1,7,5.529429087511423,8.58839695042257,Medium,Bad
F,Ship,3,1,174,3,low,F,9,4380,1,0.051724134958383045,1095.0,3,1,9,5.1647859739235145,8.385032287813898,Medium,Bad
C,Ship,4,3,217,3,medium,F,7,4723,1,0.03225806302958235,1180.75,12,2,14,5.384495062789089,8.460411177317253,Medium,Neutral
C,Ship,5,1,251,4,low,M,1,5011,1,0.003984063586292288,1002.2,5,1,1,5.529429087511423,8.51959031601596,High,Bad
C,Ship,4,5,143,3,medium,M,2,5286,1,0.013986013007971119,1321.5,20,2,4,4.969813299576001,8.57300625623545,Medium,Good
C,Ship,4,5,240,5,medium,M,8,4314,0,0.0333333319444445,719.0,20,2,16,5.484796933490655,8.36985260351753,Medium,Good
C,Ship,7,5,293,4,low,F,2,1080,1,0.006825938333585723,216.0,35,1,2,5.683579767338681,6.985641817639208,High,Good
B,Ship,3,3,264,3,low,M,3,4970,0,0.01136363593319561,1242.5,9,1,3,5.579729825986222,8.511376306094673,Medium,Neutral
F,Ship,3,1,239,8,high,M,6,5023,1,0.025104601460058516,558.1111111111111,3,3,18,5.480638923341991,8.521981708148035,Medium,Bad
B,Ship,4,1,151,2,low,M,42,1367,1,0.2781456769439949,455.6666666666667,4,1,42,5.0238805208462765,7.221105098182496,Medium,Bad
B,Ship,3,3,198,2,low,M,8,4620,1,0.040404038363432405,1540.0,9,1,8,5.293304824724492,8.438366410870266,Medium,Neutral
F,Ship,4,2,161,3,low,F,8,4382,0,0.04968943790748833,1095.5,8,1,8,5.087596335232384,8.38548870041881,Medium,Bad
C,Ship,3,3,214,3,medium,M,3,4056,1,0.014018690933706031,1014.0,9,2,6,5.3706380281276624,8.308199063206446,Medium,Neutral
B,Road,4,1,207,2,medium,M,4,4099,0,0.019323670564073886,1366.3333333333333,4,2,8,5.337538079701318,8.318742252692399,Medium,Bad
A,Ship,4,5,145,2,low,F,2,4686,1,0.013793102497027414,1562.0,20,1,2,4.983606621708336,8.452547997922705,Medium,Good
F,Ship,3,4,145,3,medium,M,44,1218,1,0.3034482549346031,304.5,12,2,88,4.983606621708336,7.105786129481271,Medium,Neutral
F,Ship,5,3,238,2,medium,F,21,2053,1,0.08823529041028191,684.3333333333334,15,2,42,5.476463551931511,7.627544390488503,High,Neutral
A,Ship,3,4,212,2,low,M,33,2021,1,0.1556603700160203,673.6666666666666,12,1,33,5.3612921657094255,7.611842399580417,Medium,Neutral
C,Ship,5,5,167,3,medium,M,9,4319,1,0.05389221234178369,1079.75,25,2,18,5.123963979403259,8.371010681238156,High,Good
F,Flight,5,2,143,4,low,F,10,5400,0,0.06993006503985559,1080.0,10,1,10,4.969813299576001,8.594339400592892,High,Bad
F,Ship,3,2,270,3,medium,M,31,2377,1,0.11481481056241444,594.25,6,2,62,5.602118820879701,7.774015077250727,Medium,Bad
F,Road,3,4,240,3,low,F,28,2356,1,0.11666666180555575,589.0,12,1,28,5.484796933490655,7.7651449029361315,Medium,Neutral
A,Ship,4,1,193,3,medium,F,9,5354,0,0.04663212193615948,1338.5,4,2,18,5.267858159063328,8.585785982881848,Medium,Bad
A,Flight,4,1,200,2,low,F,9,4808,1,0.04499999775000011,1602.6666666666667,4,1,9,5.303304908059076,8.478244441277663,Medium,Bad
A,Ship,4,4,257,10,medium,M,4,4710,0,0.01556420172901939,428.1818181818182,16,2,8,5.552959584921617,8.45765547870004,Medium,Neutral
B,Ship,3,2,221,3,high,F,7,5477,0,0.03167420671157436,1369.25,6,3,21,5.402677381872279,8.608495349823023,Medium,Bad
C,Flight,3,4,245,4,low,M,20,2534,1,0.0816326497292796,506.8,12,1,20,5.5053315359323625,7.837948916025283,Medium,Neutral
B,Flight,5,1,234,5,medium,M,2,1030,1,0.008547008181751787,171.66666666666666,5,2,4,5.459585514144159,6.93828448401696,High,Bad
F,Ship,5,3,258,5,low,F,4,1665,1,0.015503875368066848,277.5,15,1,4,5.556828061699537,7.418180822726788,High,Neutral
F,Ship,3,5,150,3,medium,F,4,4442,1,0.026666664888889007,1110.5,15,2,8,5.017279836814924,8.399085102935908,Medium,Good
A,Ship,3,4,155,4,low,M,54,1885,1,0.3483870742976081,377.0,12,1,54,5.049856007249537,7.542213463193403,Medium,Neutral
B,Flight,3,4,132,2,medium,M,12,1493,1,0.0909090840220391,497.6666666666667,12,2,24,4.890349128221754,7.309212365692763,Medium,Neutral
B,Ship,2,2,101,5,medium,F,6,4196,0,0.05940593471228369,699.3333333333334,4,2,12,4.624972813284271,8.34212526333359,Low,Bad
F,Ship,5,4,173,4,high,F,8,5284,1,0.046242771893481395,1056.8,20,3,24,5.159055299214529,8.572627898304338,High,Neutral
F,Ship,4,4,165,5,low,M,21,1727,1,0.1272727195592291,287.8333333333333,16,1,21,5.111987788356544,7.454719949364001,Medium,Neutral
F,Ship,3,2,136,4,low,M,62,1090,1,0.4558823194204177,218.0,6,1,62,4.919980925828125,6.994849985833071,Medium,Bad
B,Ship,4,4,224,10,medium,F,9,4149,0,0.04017856963488528,377.1818181818182,16,2,18,5.41610040220442,8.330863613224745,Medium,Neutral
C,Ship,4,5,233,3,medium,F,2,4501,0,0.008583690618725725,1125.25,20,2,4,5.455321115357702,8.412277021466677,Medium,Good
B,Road,3,1,242,4,low,M,10,4809,1,0.041322312342053205,961.8,3,1,10,5.493061443340548,8.478452363099807,Medium,Bad
D,Flight,6,5,260,4,low,F,2,1221,0,0.007692307396449717,244.2,30,1,2,5.564520407322694,7.108244139731541,High,Good
A,Road,3,4,148,4,medium,F,9,5301,0,0.06081080670197252,1060.2,12,2,18,5.003946305945459,8.57583938684897,Medium,Neutral
B,Ship,3,4,269,2,medium,M,2,4177,0,0.007434943961526248,1392.3333333333333,12,2,4,5.598421958998375,8.33758794211651,Medium,Neutral
F,Ship,5,2,235,3,low,M,14,2984,1,0.05957446555002274,746.0,10,1,14,5.4638318050256105,8.001355025826703,High,Bad
D,Road,5,3,222,6,low,M,9,1656,0,0.040540538714390145,236.57142857142858,15,1,9,5.407171771460119,7.4127640174265625,High,Neutral
F,Ship,5,5,264,3,high,F,3,5835,1,0.01136363593319561,1458.75,25,3,9,5.579729825986222,8.671800909642677,High,Good
B,Flight,4,2,273,5,medium,F,6,2126,1,0.02197802117296626,354.3333333333333,8,2,12,5.6131281063880705,7.6624678152002375,Medium,Bad
D,Ship,7,2,289,5,low,M,1,1178,0,0.0034602074927263847,196.33333333333334,14,1,1,5.66988092298052,7.072421900537371,High,Bad
F,Ship,3,1,146,3,medium,M,16,1714,1,0.10958903358979222,428.5,3,2,32,4.990432586778736,7.44716835960004,Medium,Bad
B,Road,4,2,187,3,high,F,5,4897,1,0.026737966484600723,1224.25,8,3,15,5.236441962829949,8.496582237512113,Medium,Bad
A,Ship,3,4,164,3,low,F,4,4796,0,0.02439024241522912,1199.0,12,1,4,5.10594547390058,8.475746001502063,Medium,Neutral
B,Ship,5,5,158,2,low,M,8,4743,0,0.05063290818779062,1581.0,25,1,8,5.0689042022202315,8.464635940677562,High,Good
A,Ship,3,5,203,2,medium,M,61,3642,1,0.30049259603484746,1214.0,15,2,122,5.318119993844216,8.200562797008564,Medium,Good
F,Ship,4,2,176,3,medium,F,12,1750,1,0.06818181430785146,437.5,8,2,24,5.176149732573829,7.467942332285852,Medium,Bad
F,Ship,5,2,262,5,low,M,4,1509,1,0.015267174989802483,251.5,10,1,4,5.572154032177765,7.31986492980897,High,Bad
D,Ship,4,3,180,3,medium,M,5,4038,1,0.027777776234567987,1009.5,12,2,10,5.198497031265826,8.303752415563412,Medium,Neutral
A,Flight,4,3,255,5,low,M,18,3644,1,0.07058823252595166,607.3333333333334,12,1,18,5.545177444479562,8.201111644442758,Medium,Neutral
C,Ship,2,2,226,3,low,M,5,5875,0,0.022123892826376425,1468.75,4,1,5,5.424950017481403,8.678631537293768,Low,Bad
B,Ship,4,2,259,6,medium,M,8,1096,1,0.03088802969544287,156.57142857142858,8,2,16,5.560681631015528,7.00033446027523,Medium,Bad
A,Ship,2,2,273,3,low,M,56,2633,1,0.20512819761435175,658.25,4,1,56,5.6131281063880705,7.876258882303226,Low,Bad
D,Road,5,5,235,5,medium,F,10,1393,0,0.04255318967858767,232.16666666666666,25,2,20,5.4638318050256105,7.2399325913204695,High,Good
B,Ship,4,1,273,3,low,F,5,5323,0,0.01831501764413855,1330.75,4,1,5,5.6131281063880705,8.579980179515003,Medium,Bad
D,Road,3,1,178,4,medium,M,9,4298,0,0.05056179491225871,859.6,3,2,18,5.187385805840755,8.366137716496281,Medium,Bad
D,Ship,5,3,163,3,medium,M,9,4419,1,0.0552147205389742,1104.75,15,2,18,5.099866427824199,8.393894975071744,High,Neutral
B,Road,2,3,225,7,high,M,7,4009,1,0.031111109728395123,501.125,6,3,21,5.420534999272286,8.296546520300614,Low,Neutral
B,Ship,5,4,252,3,medium,M,6,5221,0,0.023809522864701473,1305.25,20,2,12,5.53338948872752,8.560635749259074,High,Neutral
D,Ship,3,5,168,3,medium,M,7,4296,0,0.041666664186508086,1074.0,15,2,14,5.1298987149230735,8.365672383774996,Medium,Good
A,Ship,4,4,129,6,medium,F,7,4873,1,0.054263561684995215,696.1428571428571,16,2,14,4.867534450455582,8.491670234185152,Medium,Neutral
F,Road,5,1,228,5,low,F,4,1316,0,0.017543858879655313,219.33333333333334,5,1,4,5.43372200355424,7.183111701743281,High,Bad
D,Ship,6,4,112,4,medium,F,9,4005,1,0.08035713568239859,801.0,24,2,18,4.727387818712341,8.295548516225763,High,Neutral
F,Ship,5,2,145,5,medium,F,22,1818,1,0.15172412746730154,303.0,10,2,44,4.983606621708336,7.506042178518122,High,Bad
F,Flight,5,4,182,3,medium,F,11,3545,1,0.060439557118705654,886.25,20,2,22,5.209486152841421,8.173575486634153,High,Neutral
A,Ship,4,1,173,2,low,M,5,4688,0,0.02890173243342587,1562.6666666666667,4,1,5,5.159055299214529,8.452974619089586,Medium,Bad
A,Flight,5,4,267,5,medium,F,10,1837,1,0.03745318211785835,306.1666666666667,20,2,20,5.5909869805108565,7.516433302915632,High,Neutral
C,Ship,5,1,248,5,low,F,8,1810,0,0.03225806321540067,301.6666666666667,5,1,8,5.517452896464707,7.501634457883413,High,Bad
B,Ship,3,5,247,3,medium,F,7,4966,0,0.028340079824288267,1241.5,15,2,14,5.5134287461649825,8.51057131510735,Medium,Good
F,Flight,4,1,259,7,medium,F,4,5102,0,0.015444014847721435,637.75,4,2,8,5.560681631015528,8.537583881063972,Medium,Bad
F,Ship,5,2,265,2,high,M,24,2415,1,0.09056603431826286,805.0,10,3,72,5.583496308781699,7.789868559054706,High,Bad
F,Ship,4,5,245,3,medium,M,6,2717,1,0.02448979491878388,679.25,20,2,12,5.5053315359323625,7.907651594711089,Medium,Good
F,Ship,4,3,149,6,medium,M,5,5456,1,0.03355704472771512,779.4285714285714,12,2,10,5.0106352940962555,8.604654467186231,Medium,Neutral
D,Ship,3,5,184,2,high,M,3,4883,0,0.016304346939981146,1627.6666666666667,15,3,9,5.220355825078324,8.493719835230594,Medium,Good
B,Ship,5,2,254,3,low,F,9,5714,1,0.03543306947113899,1428.5,10,1,9,5.541263545158426,8.65084957622891,High,Bad
F,Road,4,3,134,4,low,M,3,5233,0,0.02238805803074194,1046.6,12,1,3,4.90527477843843,8.562931083090092,Medium,Neutral
C,Ship,3,3,154,2,low,F,57,1096,1,0.3701298460954645,365.3333333333333,9,1,57,5.043425116919247,7.00033446027523,Medium,Neutral
B,Ship,3,4,243,2,high,M,7,4024,0,0.02880658317668382,1341.3333333333333,12,3,21,5.497168225293202,8.300280189852664,Medium,Neutral
F,Road,3,1,221,2,low,F,7,5320,0,0.03167420671157436,1773.3333333333333,3,1,7,5.402677381872279,8.579416534596369,Medium,Bad
B,Flight,5,5,286,4,high,F,10,1071,1,0.03496503374248134,214.2,25,3,30,5.659482215759621,6.977281341630747,High,Good
D,Ship,6,1,268,4,medium,M,10,1958,0,0.03731343144352868,391.6,6,2,20,5.594711379601839,7.580189417944541,High,Bad
F,Ship,5,2,268,3,medium,F,41,3716,1,0.15298506891846758,929.0,10,2,82,5.594711379601839,8.220672170297252,High,Bad
B,Ship,4,2,211,3,low,M,4,5989,0,0.018957345073111607,1497.25,8,1,4,5.356586274672012,8.697846691109495,Medium,Bad
F,Ship,5,5,135,2,low,F,1,4324,1,0.007407406858710603,1441.3333333333333,25,1,1,4.912654885736052,8.37216741936598,High,Good
B,Ship,5,1,229,4,medium,M,1,4584,1,0.004366812036383754,916.8,5,2,2,5.438079308923196,8.430545384690566,High,Bad
C,Ship,4,2,216,4,medium,M,3,4887,1,0.013888888245884802,977.4,8,2,6,5.37989735354046,8.494538500851432,Medium,Bad
A,Ship,2,1,139,2,medium,F,2,4520,1,0.014388488173490059,1506.6666666666667,2,2,4,4.941642422609304,8.416488487294606,Low,Bad
B,Flight,7,2,275,4,medium,F,6,1513,0,0.02181818102479342,302.6,14,2,12,5.62040086571715,7.322510433997394,High,Bad
A,Ship,4,2,202,3,medium,M,7,5821,0,0.03465346363101665,1455.25,8,2,14,5.313205979041787,8.669399124305569,Medium,Bad
F,Ship,7,4,301,4,low,F,1,1150,0,0.003322259025838571,230.0,28,1,1,5.71042701737487,7.048386408721883,High,Neutral
F,Ship,4,1,254,5,low,F,7,1003,0,0.02755905403310811,167.16666666666666,4,1,7,5.541263545158426,6.911747300251674,Medium,Bad
C,Flight,6,3,269,4,low,F,4,1948,1,0.014869887923052496,389.6,18,1,4,5.598421958998375,7.575071699507561,High,Neutral
C,Ship,6,1,215,5,medium,F,5,4362,0,0.023255812871822656,727.0,6,2,10,5.375278407684165,8.38091517312361,High,Bad
D,Flight,3,3,155,3,low,F,29,1712,1,0.18709676212278953,428.0,9,1,29,5.049856007249537,7.44600149832412,Medium,Neutral
B,Ship,5,3,215,4,low,M,5,5915,1,0.023255812871822656,1183.0,15,1,5,5.375278407684165,8.68541582383069,High,Neutral
A,Ship,3,1,186,3,high,F,1,5694,1,0.005376343796970763,1423.5,3,3,3,5.231108616854587,8.647343875881283,Medium,Bad
A,Ship,3,3,161,2,medium,F,38,1521,1,0.23602483006056957,507.0,9,2,76,5.087596335232384,7.3277805384216315,Medium,Neutral
A,Ship,6,4,168,2,high,M,6,5686,0,0.0357142835884355,1895.3333333333333,24,3,18,5.1298987149230735,8.645938147306799,High,Neutral
F,Ship,2,5,252,2,low,F,21,2070,1,0.08333333002645515,690.0,10,1,21,5.53338948872752,7.635786861395585,Low,Good
C,Road,3,3,219,3,low,M,4,5956,0,0.01826483934863747,1489.0,9,1,4,5.393627546352362,8.692322277628687,Medium,Neutral
F,Road,6,2,139,6,medium,M,8,1691,1,0.057553952693960235,241.57142857142858,12,2,16,4.941642422609304,7.433666540166168,High,Bad
B,Road,4,4,181,3,medium,M,1,5444,0,0.005524861573212068,1361.0,16,2,2,5.204006687076795,8.602453035367061,Medium,Neutral
D,Ship,6,4,246,4,medium,M,3,1852,0,0.012195121455482868,370.4,24,2,6,5.5093883366279774,7.52456122628536,High,Neutral
B,Ship,3,1,131,4,low,M,1,1628,0,0.007633587203542961,325.6,3,1,1,4.882801922586371,7.395721608602045,Medium,Bad
F,Ship,3,1,170,2,low,F,2,5662,1,0.01176470519031146,1887.3333333333333,3,1,2,5.14166355650266,8.641709066113805,Medium,Bad
C,Flight,2,4,285,3,high,M,6,4427,1,0.02105263084025857,1106.75,8,3,18,5.655991810819852,8.395703293828527,Low,Neutral
B,Ship,4,3,247,3,low,F,4,4962,1,0.016194331328164724,1240.5,12,1,4,5.5134287461649825,8.50976567558744,Medium,Neutral
D,Ship,4,3,196,3,low,F,10,4194,1,0.05102040556018339,1048.5,12,1,10,5.2832037287379885,8.341648618901306,Medium,Neutral
B,Flight,5,1,243,5,medium,M,8,1732,0,0.032921809344781505,288.6666666666667,5,2,16,5.497168225293202,7.457609289715606,High,Bad
F,Ship,5,5,106,5,low,F,46,1275,1,0.433962223211111,212.5,25,1,46,4.672828834461906,7.151485463904735,High,Good
F,Ship,3,1,257,2,medium,M,37,3517,1,0.14396886599342934,1172.3333333333333,3,2,74,5.552959584921617,8.165647925297504,Medium,Bad
D,Ship,6,5,310,4,medium,F,10,1553,0,0.03225806347554634,310.6,30,2,20,5.739792912179234,7.348587530927593,High,Good
A,Road,4,5,148,8,medium,M,6,5700,0,0.040540537801315016,633.3333333333334,20,2,12,5.003946305945459,8.648396877031582,Medium,Good
F,Ship,2,4,258,3,medium,M,3,4811,0,0.011627906526050136,1202.75,8,2,6,5.556828061699537,8.47886807709457,Low,Neutral
A,Ship,3,3,132,3,low,M,6,5721,1,0.04545454201101955,1430.25,9,1,6,4.890349128221754,8.652073673610056,Medium,Neutral
C,Ship,5,2,265,3,low,M,8,5447,1,0.03018867810608762,1361.75,10,1,8,5.583496308781699,8.60300384782935,High,Bad
F,Flight,4,2,270,5,low,F,5,1747,1,0.01851851783264749,291.1666666666667,8,1,5,5.602118820879701,7.466227556215481,Medium,Bad
B,Ship,3,5,152,6,low,F,32,1158,1,0.21052630193905908,165.42857142857142,15,1,32,5.030437921392435,7.055312843339752,Medium,Good
C,Ship,4,2,261,3,high,M,1,4931,0,0.0038314174777234686,1232.75,8,3,3,5.568344503761097,8.503499864284235,Medium,Bad
C,Ship,3,2,148,4,medium,F,38,1322,1,0.25675673940832844,264.4,6,2,76,5.003946305945459,7.187657164114956,Medium,Bad
C,Flight,4,5,176,2,low,F,1,4155,0,0.005681817858987622,1385.0,20,1,1,5.176149732573829,8.332308352219117,Medium,Good
B,Ship,3,1,177,3,medium,M,61,1880,1,0.34463274889080514,470.0,3,2,122,5.181783550292085,7.53955882930103,Medium,Bad
A,Flight,5,3,243,6,medium,F,10,1189,1,0.04115226168097689,169.85714285714286,15,2,20,5.497168225293202,7.081708586105575,High,Neutral
F,Road,4,2,248,2,low,F,10,5783,0,0.04032257901925085,1927.6666666666667,8,1,10,5.517452896464707,8.6628507638386,Medium,Bad
A,Ship,6,5,258,4,low,M,5,1558,0,0.01937984421008356,311.6,30,1,5,5.556828061699537,7.351799869057777,High,Good
F,Ship,5,2,265,3,low,M,10,4347,1,0.03773584763260953,1086.75,10,1,10,5.583496308781699,8.3774712482411,High,Bad
B,Ship,6,4,221,5,low,M,9,4360,0,0.04072398005773846,726.6666666666666,24,1,9,5.402677381872279,8.380456667842767,High,Neutral
A,Ship,5,5,153,5,medium,M,10,5297,0,0.06535947285232203,882.8333333333334,25,2,20,5.0369526024136295,8.575084669832014,High,Good
A,Ship,3,4,234,3,medium,F,37,2111,1,0.15811965136240805,527.75,12,2,74,5.459585514144159,7.655390644826152,Medium,Neutral
A,Ship,3,1,140,2,medium,F,55,1339,1,0.39285711479592034,446.3333333333333,3,2,110,4.948759890378168,7.200424892944957,Medium,Bad
D,Ship,6,2,260,4,low,F,8,1522,0,0.030769229585798866,304.4,12,1,8,5.564520407322694,7.328437352895162,High,Bad
F,Flight,4,3,167,3,medium,F,1,4621,1,0.005988023593531521,1155.25,12,2,2,5.123963979403259,8.438582790834326,Medium,Neutral
F,Ship,6,4,244,4,low,M,1,1130,1,0.0040983604877721114,226.0,24,1,1,5.501258210544727,7.030857476116121,High,Neutral
D,Ship,5,4,168,3,low,F,13,1317,1,0.07738094777494359,329.25,20,1,13,5.1298987149230735,7.183870715062453,High,Neutral
D,Ship,4,1,152,3,low,M,10,5974,0,0.06578946935595596,1493.5,4,1,10,5.030437921392435,8.695339376799712,Medium,Bad
F,Ship,3,2,180,2,medium,F,4,4758,1,0.02222222098765439,1586.0,6,2,8,5.198497031265826,8.46779284112111,Medium,Bad
C,Ship,5,3,230,4,medium,M,4,5278,1,0.017391303591682453,1055.6,15,2,8,5.442417710521793,8.571491964823617,High,Neutral
A,Flight,5,5,222,3,medium,M,5,4949,0,0.022522521507994525,1237.25,25,2,10,5.407171771460119,8.507142855562735,High,Good
B,Ship,3,4,160,3,medium,M,3,5662,0,0.018749998828125072,1415.5,12,2,6,5.081404364984463,8.641709066113805,Medium,Neutral
C,Ship,3,5,204,2,medium,F,5,4504,1,0.02450980272010771,1501.3333333333333,15,2,10,5.3230099791384085,8.412943170042439,Medium,Good
F,Ship,3,3,189,2,low,F,9,4690,0,0.047619045099521425,1563.3333333333333,9,1,9,5.247024072160486,8.453401058328458,Medium,Neutral
B,Ship,6,5,295,4,medium,M,5,1963,1,0.016949151967825357,392.6,30,2,10,5.69035945432406,7.582738488914411,High,Good
A,Flight,4,1,227,3,high,M,8,4795,0,0.035242289196374926,1198.75,4,3,24,5.429345628954441,8.475537516147405,Medium,Bad
D,Ship,5,3,222,4,medium,M,2,4060,0,0.00900900860319781,812.0,15,2,4,5.407171771460119,8.309184527686298,High,Neutral
F,Ship,4,2,192,4,medium,F,2,5503,0,0.010416666124131972,1100.6,8,2,4,5.262690188904886,8.61323037961318,Medium,Bad
F,Ship,4,1,198,4,low,F,5,5182,0,0.025252523977145253,1036.4,4,1,5,5.293304824724492,8.553139318189707,Medium,Bad
C,Ship,5,3,254,2,low,F,4,5014,0,0.015748030876061775,1671.3333333333333,15,1,4,5.541263545158426,8.520188700396035,High,Neutral
F,Ship,5,2,189,2,medium,M,2,4636,1,0.010582010022115871,1545.3333333333333,10,2,4,5.247024072160486,8.441822884391462,High,Bad
A,Ship,3,4,98,2,low,F,32,1539,1,0.3265305789254511,513.0,12,1,32,4.59511985013459,7.3395376954076745,Medium,Neutral
D,Ship,4,2,217,3,low,M,1,3133,1,0.004608294718511764,783.25,8,1,1,5.384495062789089,8.050065422915965,Medium,Bad
F,Ship,4,3,197,3,low,F,20,3617,1,0.10152283748615037,904.25,12,1,20,5.288267030694535,8.193676665955241,Medium,Neutral
C,Ship,5,5,264,3,medium,F,23,2837,1,0.08712120882116633,709.25,25,2,46,5.579729825986222,7.950854857719988,High,Good
